"hook_id","hook_name","category","direction_hint","detector_status","detector_file","routing_class","wake_strategies","refresh_condition_ids","refresh_condition_keys","routing_gap","open_position_recheck"
"D04","sell_trapped_transition","D","UP","REGISTERED_UNIMPLEMENTED","","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G09-030;CD-G16-012;CD-G16-016;CD-G16-048","sell_no_progress_ratio_1s;trapped_sellers_like;low_rejection_active;flow_price_divergence_active","","ALL_OPEN_POSITIONS"
"D05","stalled_transition","D","BOTH","REGISTERED_UNIMPLEMENTED","","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G09-026;CD-G09-030;CD-G16-039;CD-G16-048","buy_no_progress_ratio_1s;sell_no_progress_ratio_1s;two_way_trade_emerged;flow_price_divergence_active","","ALL_OPEN_POSITIONS"
"D06","effective_to_trapped_fast","D","BOTH","IMPLEMENTED_UNCALIBRATED","flow_transition.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G09-018;CD-G09-022;CD-G09-026;CD-G09-030;CD-G16-011;CD-G16-012","buy_efficiency_1s;sell_efficiency_1s;buy_no_progress_ratio_1s;sell_no_progress_ratio_1s;trapped_buyers_like;trapped_sellers_like","","ALL_OPEN_POSITIONS"
"D07","trapped_resolved","D","BOTH","IMPLEMENTED_UNCALIBRATED","flow_transition.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G16-025;CD-G16-026;CD-G16-040;CD-G16-041","reclaim_above_reference;reclaim_below_reference;directional_flow_resumed_up;directional_flow_resumed_down","","ALL_OPEN_POSITIONS"
"D08","multi_window_alignment","D","BOTH","IMPLEMENTED_UNCALIBRATED","flow_transition.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G10-001;CD-G10-002;CD-G10-003;CD-G10-009;CD-G10-010;CD-G10-011","trade_delta_1s;trade_delta_5s;trade_delta_30s;cvd_slope_1s;cvd_slope_5s;cvd_slope_30s","","ALL_OPEN_POSITIONS"
"E01","large_long_liquidation","E","DOWN","IMPLEMENTED_UNCALIBRATED","liquidation.py","CONTEXT_REFRESH","FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-026;CD-G12-027;CD-G16-047","observed_liquidation_sell_notional_1s;observed_liquidation_sell_notional_5s;observed_liquidation_led_downmove","","ALL_OPEN_POSITIONS"
"E02","large_short_liquidation","E","UP","IMPLEMENTED_UNCALIBRATED","liquidation.py","CONTEXT_REFRESH","FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-023;CD-G12-024;CD-G16-046","observed_liquidation_buy_notional_1s;observed_liquidation_buy_notional_5s;observed_liquidation_led_upmove","","ALL_OPEN_POSITIONS"
"E03","long_liquidation_cascade","E","DOWN","IMPLEMENTED_UNCALIBRATED","liquidation.py","CONTEXT_REFRESH","FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-026;CD-G12-027;CD-G12-028;CD-G16-047","observed_liquidation_sell_notional_1s;observed_liquidation_sell_notional_5s;observed_liquidation_sell_notional_30s;observed_liquidation_led_downmove","","ALL_OPEN_POSITIONS"
"E04","short_liquidation_cascade","E","UP","IMPLEMENTED_UNCALIBRATED","liquidation.py","CONTEXT_REFRESH","FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-023;CD-G12-024;CD-G12-025;CD-G16-046","observed_liquidation_buy_notional_1s;observed_liquidation_buy_notional_5s;observed_liquidation_buy_notional_30s;observed_liquidation_led_upmove","","ALL_OPEN_POSITIONS"
"E05","liquidation_no_price_response","E","BOTH","IMPLEMENTED_UNCALIBRATED","liquidation.py","CONTEXT_REFRESH","FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-029;CD-G09-026;CD-G09-030;CD-G16-001;CD-G16-002","observed_liquidation_imbalance_1s;buy_no_progress_ratio_1s;sell_no_progress_ratio_1s;bid_absorption_like_active;ask_absorption_like_active","","ALL_OPEN_POSITIONS"
"E06","liquidation_exhaustion","E","BOTH","IMPLEMENTED_UNCALIBRATED","liquidation.py","CONTEXT_REFRESH","FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-030;CD-G16-033;CD-G16-034;CD-G16-007;CD-G16-008","observed_liquidation_imbalance_5s;buy_momentum_fading;sell_momentum_fading;buyer_fade_active;seller_fade_active","","ALL_OPEN_POSITIONS"
"F01","oi_up_price_up","F","UP","IMPLEMENTED_UNCALIBRATED","open_interest.py","CONTEXT_REFRESH","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-001;CD-G12-002;CD-G12-003;CD-G09-004","open_interest_change_5m;open_interest_pct_change_5m;price_oi_joint_state_5m;upward_progress_ticks_30s","","ALL_OPEN_POSITIONS"
"F02","oi_up_price_down","F","DOWN","IMPLEMENTED_UNCALIBRATED","open_interest.py","CONTEXT_REFRESH","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-001;CD-G12-002;CD-G12-003;CD-G09-008","open_interest_change_5m;open_interest_pct_change_5m;price_oi_joint_state_5m;downward_progress_ticks_30s","","ALL_OPEN_POSITIONS"
"F03","oi_down_price_up","F","UP","IMPLEMENTED_UNCALIBRATED","open_interest.py","CONTEXT_REFRESH","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-001;CD-G12-002;CD-G12-003;CD-G09-004","open_interest_change_5m;open_interest_pct_change_5m;price_oi_joint_state_5m;upward_progress_ticks_30s","","ALL_OPEN_POSITIONS"
"F04","oi_down_price_down","F","DOWN","IMPLEMENTED_UNCALIBRATED","open_interest.py","CONTEXT_REFRESH","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-001;CD-G12-002;CD-G12-003;CD-G09-008","open_interest_change_5m;open_interest_pct_change_5m;price_oi_joint_state_5m;downward_progress_ticks_30s","","ALL_OPEN_POSITIONS"
"F05","oi_shock","F","BOTH","IMPLEMENTED_UNCALIBRATED","open_interest.py","CONTEXT_REFRESH","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G12-001;CD-G12-002;CD-G12-004;CD-G12-005;CD-G02-024","open_interest_change_5m;open_interest_pct_change_5m;open_interest_change_15m;open_interest_pct_change_15m;regime_transition_flag","","ALL_OPEN_POSITIONS"
"G01","recent_high_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G03-025;CD-G03-026;CD-G03-029;CD-G16-013","distance_to_rolling_5m_high;relation_to_rolling_5m_high;distance_to_rolling_15m_high;repeated_high_test","","ALL_OPEN_POSITIONS"
"G02","recent_low_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G03-027;CD-G03-028;CD-G03-031;CD-G16-014","distance_to_rolling_5m_low;relation_to_rolling_5m_low;distance_to_rolling_15m_low;repeated_low_test","","ALL_OPEN_POSITIONS"
"G03","high_break","G","UP","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_FAILURE;MOMENTUM_EXHAUSTION","CD-G03-026;CD-G03-030;CD-G16-019;CD-G16-021;CD-G16-017","relation_to_rolling_5m_high;relation_to_rolling_15m_high;upside_breakout_attempt;upside_breakout_follow_through;acceptance_above_reference","","ALL_OPEN_POSITIONS"
"G04","low_break","G","DOWN","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_FAILURE;MOMENTUM_EXHAUSTION","CD-G03-028;CD-G03-032;CD-G16-020;CD-G16-022;CD-G16-018","relation_to_rolling_5m_low;relation_to_rolling_15m_low;downside_breakout_attempt;downside_breakout_follow_through;acceptance_below_reference","","ALL_OPEN_POSITIONS"
"G05","failed_high_break","G","DOWN","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_FAILURE;MOMENTUM_EXHAUSTION","CD-G16-023;CD-G16-026;CD-G16-015","upside_breakout_failure;reclaim_below_reference;high_rejection_active","","ALL_OPEN_POSITIONS"
"G06","failed_low_break","G","UP","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_FAILURE;MOMENTUM_EXHAUSTION","CD-G16-024;CD-G16-025;CD-G16-016","downside_breakout_failure;reclaim_above_reference;low_rejection_active","","ALL_OPEN_POSITIONS"
"G07","vwap_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","ABSORPTION_DEFENSE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G03-037;CD-G03-038;CD-G16-029;CD-G16-030","distance_to_session_vwap;relation_to_session_vwap;bullish_pullback_stall;bearish_pullback_stall","","ALL_OPEN_POSITIONS"
"G08","vwap_deviation_extreme","G","NONE","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","ABSORPTION_DEFENSE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G03-037;CD-G03-038;CD-G16-033;CD-G16-034;CD-G16-048","distance_to_session_vwap;relation_to_session_vwap;buy_momentum_fading;sell_momentum_fading;flow_price_divergence_active","","ALL_OPEN_POSITIONS"
"G09","volume_node_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G11-001;CD-G11-007;CD-G11-009;CD-G11-011","point_of_control_distance_session;high_volume_node_distance_session;low_volume_node_distance_session;volume_at_current_price_percentile_session","","ALL_OPEN_POSITIONS"
"G10","round_number_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","","","MISSING_CONDITION:ROUND_NUMBER_REFERENCE","ALL_OPEN_POSITIONS"
"G11","range_edge","G","BOTH","IMPLEMENTED_UNCALIBRATED","price_structure.py","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G03-011;CD-G03-013;CD-G03-012;CD-G03-014;CD-G16-019;CD-G16-020","distance_to_session_high;distance_to_session_low;relation_to_session_high;relation_to_session_low;upside_breakout_attempt;downside_breakout_attempt","","ALL_OPEN_POSITIONS"
"G12","higher_timeframe_direction","G","BOTH","REGISTERED_UNIMPLEMENTED","","DECISION_RELEVANT_WAKE","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G02-016;CD-G03-034;CD-G03-036;CD-G12-009","trend_regime;relation_to_rolling_1h_high;relation_to_rolling_1h_low;price_oi_joint_state_1h","","ALL_OPEN_POSITIONS"
"H01","session_context","H","NONE","REGISTERED_UNIMPLEMENTED","","CONTEXT_REFRESH","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G02-001;CD-G02-002;CD-G02-008;CD-G02-009;CD-G02-010;CD-G02-011","session_id;session_phase;asia_session_active;europe_session_active;us_session_active;major_session_overlap_active","","ALL_OPEN_POSITIONS"
"H02","high_volatility_context","H","NONE","REGISTERED_UNIMPLEMENTED","","CONTEXT_REFRESH","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G02-021;CD-G04-023;CD-G04-005;CD-G04-006","volatility_regime;volatility_state;realized_volatility_30s;price_range_ticks_30s","","ALL_OPEN_POSITIONS"
"H03","low_liquidity_context","H","NONE","REGISTERED_UNIMPLEMENTED","","CONTEXT_REFRESH","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G02-022;CD-G04-024;CD-G04-011;CD-G04-017;CD-G04-019","liquidity_regime;tradeability_state;spread_ticks;bid_top5_depth_percentile_1m;ask_top5_depth_percentile_1m","","ALL_OPEN_POSITIONS"
"H04","hfm_spread_normal","H","NONE","REGISTERED_UNIMPLEMENTED","","CONTEXT_REFRESH","BREAKOUT_ACCEPTANCE;FAILED_AUCTION_RECLAIM;ABSORPTION_DEFENSE;ABSORPTION_FAILURE;PULLBACK_CONTINUATION;MOMENTUM_EXHAUSTION","CD-G14-002;CD-G14-003;CD-G14-004","execution_hfm_quote_fresh;hfm_spread_within_limit;hfm_basis_within_limit","","ALL_OPEN_POSITIONS"
