"variant_id","variant_name","base_pattern_id","strategy_family_id","terminal_direction","location_code","location_name","location_orientation","location_condition_ids","location_condition_keys","location_availability","confirmation_policy","confirmation_profile","expiry_class","observability","provenance","inherited_provenance","inherited_source_ids","status"
"VAR-EXH-SELLER-DOUBLE-FADE-LONG-SESSION_EXTREME-001","Exhaustion Reversal / Seller Fade / Weaker Retest / LONG / Session Low","PAT-EXH-SELLER-DOUBLE-FADE-001","STR-EXHAUSTION-REVERSAL","LONG","SESSION_EXTREME","Session Low","REVERSAL_EDGE","CD-G03-013 CD-G03-014","distance_to_session_low relation_to_session_low","AVAILABLE","BASE_CANONICAL_ONLY","Seller Fade / Weaker Retest","RETEST","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S01","UNVALIDATED"
"VAR-EXH-SELLER-DOUBLE-FADE-LONG-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Seller Fade / Weaker Retest / LONG / Previous Day Low","PAT-EXH-SELLER-DOUBLE-FADE-001","STR-EXHAUSTION-REVERSAL","LONG","PREVIOUS_DAY_EXTREME","Previous Day Low","REVERSAL_EDGE","CD-G03-017 CD-G03-018","distance_to_previous_day_low relation_to_previous_day_low","AVAILABLE","BASE_CANONICAL_ONLY","Seller Fade / Weaker Retest","RETEST","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S01","UNVALIDATED"
"VAR-EXH-SELLER-DOUBLE-FADE-LONG-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Seller Fade / Weaker Retest / LONG / Rolling 5m Low","PAT-EXH-SELLER-DOUBLE-FADE-001","STR-EXHAUSTION-REVERSAL","LONG","ROLLING_5M_EXTREME","Rolling 5m Low","REVERSAL_EDGE","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","Seller Fade / Weaker Retest","RETEST","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S01","UNVALIDATED"
"VAR-EXH-SELLER-DOUBLE-FADE-LONG-VALUE_AREA_EDGE-001","Exhaustion Reversal / Seller Fade / Weaker Retest / LONG / Value Area Low","PAT-EXH-SELLER-DOUBLE-FADE-001","STR-EXHAUSTION-REVERSAL","LONG","VALUE_AREA_EDGE","Value Area Low","REVERSAL_EDGE","CD-G03-045 CD-G03-046 CD-G11-005 CD-G11-006","distance_to_profile_val relation_to_profile_val value_area_low_distance_session value_area_low_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Seller Fade / Weaker Retest","RETEST","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S01","UNVALIDATED"
"VAR-EXH-SELLER-DOUBLE-FADE-LONG-PROFILE_HVN-001","Exhaustion Reversal / Seller Fade / Weaker Retest / LONG / Profile HVN","PAT-EXH-SELLER-DOUBLE-FADE-001","STR-EXHAUSTION-REVERSAL","LONG","PROFILE_HVN","Profile HVN","REVERSAL_EDGE","CD-G11-007 CD-G11-008","high_volume_node_distance_session high_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Seller Fade / Weaker Retest","RETEST","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S01","UNVALIDATED"
"VAR-EXH-SELLER-DOUBLE-FADE-LONG-PROFILE_LVN-001","Exhaustion Reversal / Seller Fade / Weaker Retest / LONG / Profile LVN","PAT-EXH-SELLER-DOUBLE-FADE-001","STR-EXHAUSTION-REVERSAL","LONG","PROFILE_LVN","Profile LVN","REVERSAL_EDGE","CD-G11-009 CD-G11-010","low_volume_node_distance_session low_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Seller Fade / Weaker Retest","RETEST","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S01","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-LONG-SESSION_EXTREME-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / LONG / Session Low","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","LONG","SESSION_EXTREME","Session Low","REVERSAL_EDGE","CD-G03-013 CD-G03-014","distance_to_session_low relation_to_session_low","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-LONG-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / LONG / Previous Day Low","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","LONG","PREVIOUS_DAY_EXTREME","Previous Day Low","REVERSAL_EDGE","CD-G03-017 CD-G03-018","distance_to_previous_day_low relation_to_previous_day_low","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-LONG-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / LONG / Rolling 5m Low","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","LONG","ROLLING_5M_EXTREME","Rolling 5m Low","REVERSAL_EDGE","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-LONG-VALUE_AREA_EDGE-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / LONG / Value Area Low","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","LONG","VALUE_AREA_EDGE","Value Area Low","REVERSAL_EDGE","CD-G03-045 CD-G03-046 CD-G11-005 CD-G11-006","distance_to_profile_val relation_to_profile_val value_area_low_distance_session value_area_low_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-LONG-PROFILE_HVN-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / LONG / Profile HVN","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","LONG","PROFILE_HVN","Profile HVN","REVERSAL_EDGE","CD-G11-007 CD-G11-008","high_volume_node_distance_session high_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-LONG-PROFILE_LVN-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / LONG / Profile LVN","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","LONG","PROFILE_LVN","Profile LVN","REVERSAL_EDGE","CD-G11-009 CD-G11-010","low_volume_node_distance_session low_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-SESSION_EXTREME-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Session High","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","SESSION_EXTREME","Session High","REVERSAL_EDGE","CD-G03-011 CD-G03-012","distance_to_session_high relation_to_session_high","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Previous Day High","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","PREVIOUS_DAY_EXTREME","Previous Day High","REVERSAL_EDGE","CD-G03-015 CD-G03-016","distance_to_previous_day_high relation_to_previous_day_high","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Rolling 5m High","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","ROLLING_5M_EXTREME","Rolling 5m High","REVERSAL_EDGE","CD-G03-025 CD-G03-026","distance_to_rolling_5m_high relation_to_rolling_5m_high","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-VALUE_AREA_EDGE-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Value Area High","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","VALUE_AREA_EDGE","Value Area High","REVERSAL_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","distance_to_profile_vah relation_to_profile_vah value_area_high_distance_session value_area_high_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-PROFILE_HVN-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Profile HVN","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","PROFILE_HVN","Profile HVN","REVERSAL_EDGE","CD-G11-007 CD-G11-008","high_volume_node_distance_session high_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-PROFILE_LVN-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Profile LVN","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","PROFILE_LVN","Profile LVN","REVERSAL_EDGE","CD-G11-009 CD-G11-010","low_volume_node_distance_session low_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Aggressive Burst / No Follow-Through","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-LONG-SESSION_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Session Low","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","SESSION_EXTREME","Session Low","REVERSAL_EDGE","CD-G03-013 CD-G03-014","distance_to_session_low relation_to_session_low","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-LONG-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Previous Day Low","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","PREVIOUS_DAY_EXTREME","Previous Day Low","REVERSAL_EDGE","CD-G03-017 CD-G03-018","distance_to_previous_day_low relation_to_previous_day_low","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-LONG-ROLLING_5M_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Rolling 5m Low","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","ROLLING_5M_EXTREME","Rolling 5m Low","REVERSAL_EDGE","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-LONG-VALUE_AREA_EDGE-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Value Area Low","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","VALUE_AREA_EDGE","Value Area Low","REVERSAL_EDGE","CD-G03-045 CD-G03-046 CD-G11-005 CD-G11-006","distance_to_profile_val relation_to_profile_val value_area_low_distance_session value_area_low_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-LONG-PROFILE_HVN-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Profile HVN","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","PROFILE_HVN","Profile HVN","REVERSAL_EDGE","CD-G11-007 CD-G11-008","high_volume_node_distance_session high_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-LONG-PROFILE_LVN-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Profile LVN","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","PROFILE_LVN","Profile LVN","REVERSAL_EDGE","CD-G11-009 CD-G11-010","low_volume_node_distance_session low_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-SHORT-SESSION_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Session High","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","SESSION_EXTREME","Session High","REVERSAL_EDGE","CD-G03-011 CD-G03-012","distance_to_session_high relation_to_session_high","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Previous Day High","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","PREVIOUS_DAY_EXTREME","Previous Day High","REVERSAL_EDGE","CD-G03-015 CD-G03-016","distance_to_previous_day_high relation_to_previous_day_high","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Rolling 5m High","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","ROLLING_5M_EXTREME","Rolling 5m High","REVERSAL_EDGE","CD-G03-025 CD-G03-026","distance_to_rolling_5m_high relation_to_rolling_5m_high","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-SHORT-VALUE_AREA_EDGE-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Value Area High","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","VALUE_AREA_EDGE","Value Area High","REVERSAL_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","distance_to_profile_vah relation_to_profile_vah value_area_high_distance_session value_area_high_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-SHORT-PROFILE_HVN-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Profile HVN","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","PROFILE_HVN","Profile HVN","REVERSAL_EDGE","CD-G11-007 CD-G11-008","high_volume_node_distance_session high_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-EFFORT-RESULT-SHORT-PROFILE_LVN-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Profile LVN","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","PROFILE_LVN","Profile LVN","REVERSAL_EDGE","CD-G11-009 CD-G11-010","low_volume_node_distance_session low_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","High Effort / Narrow Result","REACTION","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S10 S13","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-LONG-SESSION_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Session Low","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","SESSION_EXTREME","Session Low","REVERSAL_EDGE","CD-G03-013 CD-G03-014","distance_to_session_low relation_to_session_low","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-LONG-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Previous Day Low","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","PREVIOUS_DAY_EXTREME","Previous Day Low","REVERSAL_EDGE","CD-G03-017 CD-G03-018","distance_to_previous_day_low relation_to_previous_day_low","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-LONG-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Rolling 5m Low","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","ROLLING_5M_EXTREME","Rolling 5m Low","REVERSAL_EDGE","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-LONG-VALUE_AREA_EDGE-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Value Area Low","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","VALUE_AREA_EDGE","Value Area Low","REVERSAL_EDGE","CD-G03-045 CD-G03-046 CD-G11-005 CD-G11-006","distance_to_profile_val relation_to_profile_val value_area_low_distance_session value_area_low_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-LONG-PROFILE_HVN-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Profile HVN","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","PROFILE_HVN","Profile HVN","REVERSAL_EDGE","CD-G11-007 CD-G11-008","high_volume_node_distance_session high_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-LONG-PROFILE_LVN-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Profile LVN","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","PROFILE_LVN","Profile LVN","REVERSAL_EDGE","CD-G11-009 CD-G11-010","low_volume_node_distance_session low_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-SESSION_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Session High","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","SESSION_EXTREME","Session High","REVERSAL_EDGE","CD-G03-011 CD-G03-012","distance_to_session_high relation_to_session_high","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Previous Day High","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","PREVIOUS_DAY_EXTREME","Previous Day High","REVERSAL_EDGE","CD-G03-015 CD-G03-016","distance_to_previous_day_high relation_to_previous_day_high","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","ROLLING_5M_EXTREME","Rolling 5m High","REVERSAL_EDGE","CD-G03-025 CD-G03-026","distance_to_rolling_5m_high relation_to_rolling_5m_high","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-VALUE_AREA_EDGE-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Value Area High","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","VALUE_AREA_EDGE","Value Area High","REVERSAL_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","distance_to_profile_vah relation_to_profile_vah value_area_high_distance_session value_area_high_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PROFILE_HVN-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Profile HVN","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","PROFILE_HVN","Profile HVN","REVERSAL_EDGE","CD-G11-007 CD-G11-008","high_volume_node_distance_session high_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PROFILE_LVN-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Profile LVN","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","PROFILE_LVN","Profile LVN","REVERSAL_EDGE","CD-G11-009 CD-G11-010","low_volume_node_distance_session low_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Liquidation Cascade / Organic Flow Failure","EVENT","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S24","UNVALIDATED"
"VAR-STACK-BUY-SUPPORT-RETEST-LONG-ROLLING_5M_EXTREME-001","Stacked Imbalance Continuation / Buy Stack / Support Retest / LONG / Rolling 5m Low","PAT-STACK-BUY-SUPPORT-RETEST-001","STR-STACKED-IMBALANCE-CONTINUATION","LONG","ROLLING_5M_EXTREME","Rolling 5m Low","WITH_TREND_RETEST","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","Buy Stack / Support Retest","RETEST","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S11 S12","UNVALIDATED"
"VAR-STACK-BUY-SUPPORT-RETEST-LONG-VALUE_AREA_EDGE-001","Stacked Imbalance Continuation / Buy Stack / Support Retest / LONG / Value Area Low","PAT-STACK-BUY-SUPPORT-RETEST-001","STR-STACKED-IMBALANCE-CONTINUATION","LONG","VALUE_AREA_EDGE","Value Area Low","WITH_TREND_RETEST","CD-G03-045 CD-G03-046 CD-G11-005 CD-G11-006","distance_to_profile_val relation_to_profile_val value_area_low_distance_session value_area_low_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Buy Stack / Support Retest","RETEST","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S11 S12","UNVALIDATED"
"VAR-STACK-BUY-SUPPORT-RETEST-LONG-PROFILE_HVN-001","Stacked Imbalance Continuation / Buy Stack / Support Retest / LONG / Profile HVN","PAT-STACK-BUY-SUPPORT-RETEST-001","STR-STACKED-IMBALANCE-CONTINUATION","LONG","PROFILE_HVN","Profile HVN","WITH_TREND_RETEST","CD-G11-007 CD-G11-008","high_volume_node_distance_session high_volume_node_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Buy Stack / Support Retest","RETEST","DIRECT","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S11 S12","UNVALIDATED"
