"route_id","hook_id","hook_name","detector_status","engine_call_scope","hook_asserted_event_classes","hook_refresh_predicate_classes","variant_id","variant_name","base_pattern_id","strategy_family_id","terminal_direction","direction_hint","direction_compatibility","location_code","location_match","first_predicate_id","first_predicate_classes","matched_first_classes","matched_update_classes","matched_invalidation_classes","route_roles","runtime_route_enabled","direct_order_authority","status"
"A11::VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-SESSION_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-SESSION_EXTREME-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Session High","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","SESSION_EXTREME","False","OPR-057","TAPE_AGGRESSION TAPE_PARTICIPATION","","LIQUIDITY_STACK_REBUILD PRICE_STALL","LIQUIDITY_STACK_REBUILD","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"A11::VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-PREVIOUS_DAY_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Previous Day High","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-057","TAPE_AGGRESSION TAPE_PARTICIPATION","","LIQUIDITY_STACK_REBUILD PRICE_STALL","LIQUIDITY_STACK_REBUILD","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"A11::VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-ROLLING_5M_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Rolling 5m High","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-057","TAPE_AGGRESSION TAPE_PARTICIPATION","","LIQUIDITY_STACK_REBUILD PRICE_STALL","LIQUIDITY_STACK_REBUILD","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"A11::VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-VALUE_AREA_EDGE-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-VALUE_AREA_EDGE-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Value Area High","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","VALUE_AREA_EDGE","False","OPR-057","TAPE_AGGRESSION TAPE_PARTICIPATION","","LIQUIDITY_STACK_REBUILD PRICE_STALL","LIQUIDITY_STACK_REBUILD","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"A11::VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-PROFILE_HVN-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-PROFILE_HVN-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Profile HVN","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","PROFILE_HVN","False","OPR-057","TAPE_AGGRESSION TAPE_PARTICIPATION","","LIQUIDITY_STACK_REBUILD PRICE_STALL","LIQUIDITY_STACK_REBUILD","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"A11::VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-PROFILE_LVN-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-AGGRESSION-NO-FOLLOW-SHORT-PROFILE_LVN-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through / SHORT / Profile LVN","PAT-EXH-AGGRESSION-NO-FOLLOW-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","PROFILE_LVN","False","OPR-057","TAPE_AGGRESSION TAPE_PARTICIPATION","","LIQUIDITY_STACK_REBUILD PRICE_STALL","LIQUIDITY_STACK_REBUILD","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-LONG-SESSION_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-LONG-SESSION_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Session Low","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","SESSION_EXTREME","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-LONG-PREVIOUS_DAY_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-LONG-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Previous Day Low","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-LONG-ROLLING_5M_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-LONG-ROLLING_5M_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Rolling 5m Low","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-LONG-VALUE_AREA_EDGE-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-LONG-VALUE_AREA_EDGE-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Value Area Low","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","VALUE_AREA_EDGE","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-LONG-PROFILE_HVN-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-LONG-PROFILE_HVN-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Profile HVN","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","PROFILE_HVN","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-LONG-PROFILE_LVN-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-LONG-PROFILE_LVN-001","Exhaustion Reversal / High Effort / Narrow Result / LONG / Profile LVN","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","PROFILE_LVN","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-SHORT-SESSION_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-SHORT-SESSION_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Session High","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","SESSION_EXTREME","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-SHORT-PREVIOUS_DAY_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Previous Day High","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-SHORT-ROLLING_5M_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Rolling 5m High","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-SHORT-VALUE_AREA_EDGE-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-SHORT-VALUE_AREA_EDGE-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Value Area High","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","VALUE_AREA_EDGE","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-SHORT-PROFILE_HVN-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-SHORT-PROFILE_HVN-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Profile HVN","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","PROFILE_HVN","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-EFFORT-RESULT-SHORT-PROFILE_LVN-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-EFFORT-RESULT-SHORT-PROFILE_LVN-001","Exhaustion Reversal / High Effort / Narrow Result / SHORT / Profile LVN","PAT-EXH-EFFORT-RESULT-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","PROFILE_LVN","False","OPR-062","TREND_CONTEXT","","PRICE_STALL","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-LONG-SESSION_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-LONG-SESSION_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Session Low","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","SESSION_EXTREME","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-LONG-PREVIOUS_DAY_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-LONG-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Previous Day Low","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-LONG-ROLLING_5M_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-LONG-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Rolling 5m Low","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-LONG-VALUE_AREA_EDGE-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-LONG-VALUE_AREA_EDGE-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Value Area Low","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","VALUE_AREA_EDGE","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-LONG-PROFILE_HVN-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-LONG-PROFILE_HVN-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Profile HVN","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","PROFILE_HVN","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-LONG-PROFILE_LVN-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-LONG-PROFILE_LVN-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / LONG / Profile LVN","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","LONG","DOWN","HINT_OPPOSES_TERMINAL","PROFILE_LVN","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-SESSION_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-SESSION_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Session High","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","SESSION_EXTREME","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Previous Day High","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-VALUE_AREA_EDGE-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-VALUE_AREA_EDGE-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Value Area High","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","VALUE_AREA_EDGE","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"A11::VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PROFILE_HVN-001","A11","best_bid_retreat","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BOOK_IMBALANCE","ABSORPTION_STATE BOOK_IMBALANCE BREAK_ATTEMPT BREAKOUT_FAILURE ICEBERG_REFILL LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD PRICE_STALL WALL_STATE","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PROFILE_HVN-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Profile HVN","PAT-EXH-LIQUIDATION-CASCADE-END-001","STR-EXHAUSTION-REVERSAL","SHORT","DOWN","HINT_MATCHES_TERMINAL","PROFILE_HVN","False","OPR-067","LIQUIDATION_FLOW","","ABSORPTION_STATE BREAKOUT_FAILURE","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
