"edge_id","strategy_family_id","strategy_family_name","pattern_id","pattern_name","strategy_version","edge_type","from_state_id","from_state_name","to_state_id","to_state_name","transition_guard","result","terminal_intent","invalidation_guard","expiry_class","observability","provenance","source_ids"
"PAT-ABS-RESISTANCE-HOLD-BOUNCE-001::E90","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-RESISTANCE-HOLD-BOUNCE-001","Absorption Reversal / Resistance Hold / Buy Absorption / Rejection","0.1.0","TERMINAL","S05_OBSERVED","price下向き","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","SELL ready","ORDER_READY","SELL ready","","REACTION","HYBRID","WORLD_DERIVED","S10 S16"
"PAT-ABS-RESISTANCE-HOLD-BOUNCE-001::E98","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-RESISTANCE-HOLD-BOUNCE-001","Absorption Reversal / Resistance Hold / Buy Absorption / Rejection","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","resistance breakかつretestでsupport化","INVALIDATED","","resistance breakかつretestでsupport化","REACTION","HYBRID","WORLD_DERIVED","S10 S16"
"PAT-ABS-RESISTANCE-HOLD-BOUNCE-001::E99","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-RESISTANCE-HOLD-BOUNCE-001","Absorption Reversal / Resistance Hold / Buy Absorption / Rejection","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=REACTIONの較正済み期限到達","EXPIRED","","","REACTION","HYBRID","WORLD_DERIVED","S10 S16"
"PAT-ABS-STOPSWEEP-SNAPBACK-001::E01","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-STOPSWEEP-SNAPBACK-001","Absorption Reversal / Stop Sweep / Iceberg Hold / Snapback","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","stop zone接近","stop zone接近","ADVANCED","","","REACTION","INFERRED","WORLD_DERIVED","S17 S18"
"PAT-ABS-STOPSWEEP-SNAPBACK-001::E02","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-STOPSWEEP-SNAPBACK-001","Absorption Reversal / Stop Sweep / Iceberg Hold / Snapback","0.1.0","ADVANCE","S01_OBSERVED","stop zone接近","S02_OBSERVED","sweep／stop burst","sweep／stop burst","ADVANCED","","","REACTION","INFERRED","WORLD_DERIVED","S17 S18"
"PAT-ABS-STOPSWEEP-SNAPBACK-001::E03","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-STOPSWEEP-SNAPBACK-001","Absorption Reversal / Stop Sweep / Iceberg Hold / Snapback","0.1.0","ADVANCE","S02_OBSERVED","sweep／stop burst","S03_OBSERVED","hidden／passive wallが吸収","hidden／passive wallが吸収","ADVANCED","","","REACTION","INFERRED","WORLD_DERIVED","S17 S18"
"PAT-ABS-STOPSWEEP-SNAPBACK-001::E04","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-STOPSWEEP-SNAPBACK-001","Absorption Reversal / Stop Sweep / Iceberg Hold / Snapback","0.1.0","ADVANCE","S03_OBSERVED","hidden／passive wallが吸収","S04_OBSERVED","follow-through欠如","follow-through欠如","ADVANCED","","","REACTION","INFERRED","WORLD_DERIVED","S17 S18"
"PAT-ABS-STOPSWEEP-SNAPBACK-001::E05","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-STOPSWEEP-SNAPBACK-001","Absorption Reversal / Stop Sweep / Iceberg Hold / Snapback","0.1.0","ADVANCE","S04_OBSERVED","follow-through欠如","S05_OBSERVED","level内へsnapback","level内へsnapback","ADVANCED","","","REACTION","INFERRED","WORLD_DERIVED","S17 S18"
"PAT-ABS-STOPSWEEP-SNAPBACK-001::E90","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-STOPSWEEP-SNAPBACK-001","Absorption Reversal / Stop Sweep / Iceberg Hold / Snapback","0.1.0","TERMINAL","S05_OBSERVED","level内へsnapback","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","reversal-side ready","ORDER_READY","reversal-side ready","","REACTION","INFERRED","WORLD_DERIVED","S17 S18"
"PAT-ABS-STOPSWEEP-SNAPBACK-001::E98","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-STOPSWEEP-SNAPBACK-001","Absorption Reversal / Stop Sweep / Iceberg Hold / Snapback","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","sweep後にaggression継続しoutside acceptance","INVALIDATED","","sweep後にaggression継続しoutside acceptance","REACTION","INFERRED","WORLD_DERIVED","S17 S18"
"PAT-ABS-STOPSWEEP-SNAPBACK-001::E99","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-STOPSWEEP-SNAPBACK-001","Absorption Reversal / Stop Sweep / Iceberg Hold / Snapback","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=REACTIONの較正済み期限到達","EXPIRED","","","REACTION","INFERRED","WORLD_DERIVED","S17 S18"
"PAT-ABS-PULLBACK-MINORREVERSAL-001::E01","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-PULLBACK-MINORREVERSAL-001","Absorption Reversal / Pullback End / Trend Resume","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","trend","trend","ADVANCED","","","RETEST","HYBRID","WORLD_DERIVED","S03 S23"
"PAT-ABS-PULLBACK-MINORREVERSAL-001::E02","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-PULLBACK-MINORREVERSAL-001","Absorption Reversal / Pullback End / Trend Resume","0.1.0","ADVANCE","S01_OBSERVED","trend","S02_OBSERVED","low-energy countertrend pullback","low-energy countertrend pullback","ADVANCED","","","RETEST","HYBRID","WORLD_DERIVED","S03 S23"
"PAT-ABS-PULLBACK-MINORREVERSAL-001::E03","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-PULLBACK-MINORREVERSAL-001","Absorption Reversal / Pullback End / Trend Resume","0.1.0","ADVANCE","S02_OBSERVED","low-energy countertrend pullback","S03_OBSERVED","prior swingでabsorption","prior swingでabsorption","ADVANCED","","","RETEST","HYBRID","WORLD_DERIVED","S03 S23"
"PAT-ABS-PULLBACK-MINORREVERSAL-001::E04","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-PULLBACK-MINORREVERSAL-001","Absorption Reversal / Pullback End / Trend Resume","0.1.0","ADVANCE","S03_OBSERVED","prior swingでabsorption","S04_OBSERVED","countertrend側fade","countertrend側fade","ADVANCED","","","RETEST","HYBRID","WORLD_DERIVED","S03 S23"
"PAT-ABS-PULLBACK-MINORREVERSAL-001::E05","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-PULLBACK-MINORREVERSAL-001","Absorption Reversal / Pullback End / Trend Resume","0.1.0","ADVANCE","S04_OBSERVED","countertrend側fade","S05_OBSERVED","with-trend aggressor復帰","with-trend aggressor復帰","ADVANCED","","","RETEST","HYBRID","WORLD_DERIVED","S03 S23"
"PAT-ABS-PULLBACK-MINORREVERSAL-001::E90","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-PULLBACK-MINORREVERSAL-001","Absorption Reversal / Pullback End / Trend Resume","0.1.0","TERMINAL","S05_OBSERVED","with-trend aggressor復帰","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","trend-side ready","ORDER_READY","trend-side ready","","RETEST","HYBRID","WORLD_DERIVED","S03 S23"
"PAT-ABS-PULLBACK-MINORREVERSAL-001::E98","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-PULLBACK-MINORREVERSAL-001","Absorption Reversal / Pullback End / Trend Resume","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","pullback flowが高energy化しprior swing破壊","INVALIDATED","","pullback flowが高energy化しprior swing破壊","RETEST","HYBRID","WORLD_DERIVED","S03 S23"
"PAT-ABS-PULLBACK-MINORREVERSAL-001::E99","STR-ABSORPTION-REVERSAL","Absorption Reversal","PAT-ABS-PULLBACK-MINORREVERSAL-001","Absorption Reversal / Pullback End / Trend Resume","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=RETESTの較正済み期限到達","EXPIRED","","","RETEST","HYBRID","WORLD_DERIVED","S03 S23"
"PAT-EXH-BUYER-DOUBLE-FADE-001::E01","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-BUYER-DOUBLE-FADE-001","Exhaustion Reversal / Buyer Fade / Weaker Retest","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","upper key level","upper key level","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-BUYER-DOUBLE-FADE-001::E02","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-BUYER-DOUBLE-FADE-001","Exhaustion Reversal / Buyer Fade / Weaker Retest","0.1.0","ADVANCE","S01_OBSERVED","upper key level","S02_OBSERVED","buyer prints急減","buyer prints急減","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-BUYER-DOUBLE-FADE-001::E03","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-BUYER-DOUBLE-FADE-001","Exhaustion Reversal / Buyer Fade / Weaker Retest","0.1.0","ADVANCE","S02_OBSERVED","buyer prints急減","S03_OBSERVED","pause","pause","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-BUYER-DOUBLE-FADE-001::E04","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-BUYER-DOUBLE-FADE-001","Exhaustion Reversal / Buyer Fade / Weaker Retest","0.1.0","ADVANCE","S03_OBSERVED","pause","S04_OBSERVED","同価格再test","同価格再test","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-BUYER-DOUBLE-FADE-001::E05","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-BUYER-DOUBLE-FADE-001","Exhaustion Reversal / Buyer Fade / Weaker Retest","0.1.0","ADVANCE","S04_OBSERVED","同価格再test","S05_OBSERVED","さらに少ないbuy prints","さらに少ないbuy prints","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-BUYER-DOUBLE-FADE-001::E06","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-BUYER-DOUBLE-FADE-001","Exhaustion Reversal / Buyer Fade / Weaker Retest","0.1.0","ADVANCE","S05_OBSERVED","さらに少ないbuy prints","S06_OBSERVED","sellers参加","sellers参加","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-BUYER-DOUBLE-FADE-001::E90","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-BUYER-DOUBLE-FADE-001","Exhaustion Reversal / Buyer Fade / Weaker Retest","0.1.0","TERMINAL","S06_OBSERVED","sellers参加","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","SELL ready","ORDER_READY","SELL ready","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-BUYER-DOUBLE-FADE-001::E98","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-BUYER-DOUBLE-FADE-001","Exhaustion Reversal / Buyer Fade / Weaker Retest","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","buyersが再加速してlevel突破","INVALIDATED","","buyersが再加速してlevel突破","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-BUYER-DOUBLE-FADE-001::E99","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-BUYER-DOUBLE-FADE-001","Exhaustion Reversal / Buyer Fade / Weaker Retest","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=RETESTの較正済み期限到達","EXPIRED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-SELLER-DOUBLE-FADE-001::E01","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-SELLER-DOUBLE-FADE-001","Exhaustion Reversal / Seller Fade / Weaker Retest","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","lower key level","lower key level","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-SELLER-DOUBLE-FADE-001::E02","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-SELLER-DOUBLE-FADE-001","Exhaustion Reversal / Seller Fade / Weaker Retest","0.1.0","ADVANCE","S01_OBSERVED","lower key level","S02_OBSERVED","seller prints急減","seller prints急減","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-SELLER-DOUBLE-FADE-001::E03","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-SELLER-DOUBLE-FADE-001","Exhaustion Reversal / Seller Fade / Weaker Retest","0.1.0","ADVANCE","S02_OBSERVED","seller prints急減","S03_OBSERVED","pause","pause","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-SELLER-DOUBLE-FADE-001::E04","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-SELLER-DOUBLE-FADE-001","Exhaustion Reversal / Seller Fade / Weaker Retest","0.1.0","ADVANCE","S03_OBSERVED","pause","S04_OBSERVED","同価格再test","同価格再test","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-SELLER-DOUBLE-FADE-001::E05","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-SELLER-DOUBLE-FADE-001","Exhaustion Reversal / Seller Fade / Weaker Retest","0.1.0","ADVANCE","S04_OBSERVED","同価格再test","S05_OBSERVED","さらに少ないsell prints","さらに少ないsell prints","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-SELLER-DOUBLE-FADE-001::E06","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-SELLER-DOUBLE-FADE-001","Exhaustion Reversal / Seller Fade / Weaker Retest","0.1.0","ADVANCE","S05_OBSERVED","さらに少ないsell prints","S06_OBSERVED","buyers参加","buyers参加","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-SELLER-DOUBLE-FADE-001::E90","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-SELLER-DOUBLE-FADE-001","Exhaustion Reversal / Seller Fade / Weaker Retest","0.1.0","TERMINAL","S06_OBSERVED","buyers参加","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","BUY ready","ORDER_READY","BUY ready","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-SELLER-DOUBLE-FADE-001::E98","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-SELLER-DOUBLE-FADE-001","Exhaustion Reversal / Seller Fade / Weaker Retest","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","sellersが再加速してlevel突破","INVALIDATED","","sellersが再加速してlevel突破","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-SELLER-DOUBLE-FADE-001::E99","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-SELLER-DOUBLE-FADE-001","Exhaustion Reversal / Seller Fade / Weaker Retest","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=RETESTの較正済み期限到達","EXPIRED","","","RETEST","DIRECT","WORLD_DERIVED","S01"
"PAT-EXH-AGGRESSION-NO-FOLLOW-001::E01","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-AGGRESSION-NO-FOLLOW-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","large aggressive orders","large aggressive orders","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S16"
"PAT-EXH-AGGRESSION-NO-FOLLOW-001::E02","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-AGGRESSION-NO-FOLLOW-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through","0.1.0","ADVANCE","S01_OBSERVED","large aggressive orders","S02_OBSERVED","price進展なし","price進展なし","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S16"
"PAT-EXH-AGGRESSION-NO-FOLLOW-001::E03","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-AGGRESSION-NO-FOLLOW-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through","0.1.0","ADVANCE","S02_OBSERVED","price進展なし","S03_OBSERVED","opposite passive liquidity stack","opposite passive liquidity stack","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S16"
"PAT-EXH-AGGRESSION-NO-FOLLOW-001::E04","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-AGGRESSION-NO-FOLLOW-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through","0.1.0","ADVANCE","S03_OBSERVED","opposite passive liquidity stack","S04_OBSERVED","initiating flow停止","initiating flow停止","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S16"
"PAT-EXH-AGGRESSION-NO-FOLLOW-001::E05","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-AGGRESSION-NO-FOLLOW-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through","0.1.0","ADVANCE","S04_OBSERVED","initiating flow停止","S05_OBSERVED","opposite trade flow","opposite trade flow","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S16"
"PAT-EXH-AGGRESSION-NO-FOLLOW-001::E90","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-AGGRESSION-NO-FOLLOW-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through","0.1.0","TERMINAL","S05_OBSERVED","opposite trade flow","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","reversal-side ready","ORDER_READY","reversal-side ready","","REACTION","DIRECT","WORLD_DERIVED","S16"
"PAT-EXH-AGGRESSION-NO-FOLLOW-001::E98","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-AGGRESSION-NO-FOLLOW-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","aggressive flowが継続しstackを消費","INVALIDATED","","aggressive flowが継続しstackを消費","REACTION","DIRECT","WORLD_DERIVED","S16"
"PAT-EXH-AGGRESSION-NO-FOLLOW-001::E99","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-AGGRESSION-NO-FOLLOW-001","Exhaustion Reversal / Aggressive Burst / No Follow-Through","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=REACTIONの較正済み期限到達","EXPIRED","","","REACTION","DIRECT","WORLD_DERIVED","S16"
"PAT-EXH-EFFORT-RESULT-001::E01","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-EFFORT-RESULT-001","Exhaustion Reversal / High Effort / Narrow Result","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","trend終盤","trend終盤","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S10 S13"
"PAT-EXH-EFFORT-RESULT-001::E02","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-EFFORT-RESULT-001","Exhaustion Reversal / High Effort / Narrow Result","0.1.0","ADVANCE","S01_OBSERVED","trend終盤","S02_OBSERVED","unusually high volume","unusually high volume","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S10 S13"
"PAT-EXH-EFFORT-RESULT-001::E03","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-EFFORT-RESULT-001","Exhaustion Reversal / High Effort / Narrow Result","0.1.0","ADVANCE","S02_OBSERVED","unusually high volume","S03_OBSERVED","narrow range／極値更新失敗","narrow range／極値更新失敗","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S10 S13"
"PAT-EXH-EFFORT-RESULT-001::E04","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-EFFORT-RESULT-001","Exhaustion Reversal / High Effort / Narrow Result","0.1.0","ADVANCE","S03_OBSERVED","narrow range／極値更新失敗","S04_OBSERVED","opposite imbalance／aggression","opposite imbalance／aggression","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S10 S13"
"PAT-EXH-EFFORT-RESULT-001::E05","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-EFFORT-RESULT-001","Exhaustion Reversal / High Effort / Narrow Result","0.1.0","ADVANCE","S04_OBSERVED","opposite imbalance／aggression","S05_OBSERVED","price反転","price反転","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S10 S13"
"PAT-EXH-EFFORT-RESULT-001::E90","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-EFFORT-RESULT-001","Exhaustion Reversal / High Effort / Narrow Result","0.1.0","TERMINAL","S05_OBSERVED","price反転","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","reversal-side ready","ORDER_READY","reversal-side ready","","REACTION","DIRECT","WORLD_DERIVED","S10 S13"
"PAT-EXH-EFFORT-RESULT-001::E98","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-EFFORT-RESULT-001","Exhaustion Reversal / High Effort / Narrow Result","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","volumeに比例したrange expansion","INVALIDATED","","volumeに比例したrange expansion","REACTION","DIRECT","WORLD_DERIVED","S10 S13"
"PAT-EXH-EFFORT-RESULT-001::E99","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-EFFORT-RESULT-001","Exhaustion Reversal / High Effort / Narrow Result","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=REACTIONの較正済み期限到達","EXPIRED","","","REACTION","DIRECT","WORLD_DERIVED","S10 S13"
"PAT-EXH-LIQUIDATION-CASCADE-END-001::E01","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-LIQUIDATION-CASCADE-END-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","leveraged move","leveraged move","ADVANCED","","","EVENT","HYBRID","WORLD_DERIVED","S24"
"PAT-EXH-LIQUIDATION-CASCADE-END-001::E02","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-LIQUIDATION-CASCADE-END-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure","0.1.0","ADVANCE","S01_OBSERVED","leveraged move","S02_OBSERVED","liquidation増加","liquidation増加","ADVANCED","","","EVENT","HYBRID","WORLD_DERIVED","S24"
"PAT-EXH-LIQUIDATION-CASCADE-END-001::E03","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-LIQUIDATION-CASCADE-END-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure","0.1.0","ADVANCE","S02_OBSERVED","liquidation増加","S03_OBSERVED","cascade spike","cascade spike","ADVANCED","","","EVENT","HYBRID","WORLD_DERIVED","S24"
"PAT-EXH-LIQUIDATION-CASCADE-END-001::E04","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-LIQUIDATION-CASCADE-END-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure","0.1.0","ADVANCE","S03_OBSERVED","cascade spike","S04_OBSERVED","forced flow peak後にorganic follow-through欠如","forced flow peak後にorganic follow-through欠如","ADVANCED","","","EVENT","HYBRID","WORLD_DERIVED","S24"
"PAT-EXH-LIQUIDATION-CASCADE-END-001::E05","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-LIQUIDATION-CASCADE-END-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure","0.1.0","ADVANCE","S04_OBSERVED","forced flow peak後にorganic follow-through欠如","S05_OBSERVED","absorption／price halt","absorption／price halt","ADVANCED","","","EVENT","HYBRID","WORLD_DERIVED","S24"
"PAT-EXH-LIQUIDATION-CASCADE-END-001::E90","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-LIQUIDATION-CASCADE-END-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure","0.1.0","TERMINAL","S05_OBSERVED","absorption／price halt","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","reversal-side ready","ORDER_READY","reversal-side ready","","EVENT","HYBRID","WORLD_DERIVED","S24"
"PAT-EXH-LIQUIDATION-CASCADE-END-001::E98","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-LIQUIDATION-CASCADE-END-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","liquidation後もspot／aggressive flowとacceptance継続","INVALIDATED","","liquidation後もspot／aggressive flowとacceptance継続","EVENT","HYBRID","WORLD_DERIVED","S24"
"PAT-EXH-LIQUIDATION-CASCADE-END-001::E99","STR-EXHAUSTION-REVERSAL","Exhaustion Reversal","PAT-EXH-LIQUIDATION-CASCADE-END-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=EVENTの較正済み期限到達","EXPIRED","","","EVENT","HYBRID","WORLD_DERIVED","S24"
"PAT-STACK-BUY-SUPPORT-RETEST-001::E01","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-BUY-SUPPORT-RETEST-001","Stacked Imbalance Continuation / Buy Stack / Support Retest","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","multiple buy imbalances","multiple buy imbalances","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
