"hook_id","hook_name","category","direction_hint","detector_status","existing_routing_class","asserted_event_classes","capability_predicate_classes","compatible_location_codes","engine_call_scope","runtime_route_enabled","direct_order_authority","routing_gap","status"
"D07","trapped_resolved","D","BOTH","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","PRICE_REVERSAL TRAPPED_PARTICIPANTS","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL TRAPPED_PARTICIPANTS","","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"D08","multi_window_alignment","D","BOTH","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","TREND_CONTEXT","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL TRAPPED_PARTICIPANTS TREND_CONTEXT","","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"E01","large_long_liquidation","E","DOWN","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","LIQUIDATION_FLOW","ABSORPTION_STATE LIQUIDATION_FLOW PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL TAPE_FADE","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"E02","large_short_liquidation","E","UP","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","LIQUIDATION_FLOW","ABSORPTION_STATE LIQUIDATION_FLOW PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL TAPE_FADE","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"E03","long_liquidation_cascade","E","DOWN","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","LIQUIDATION_FLOW","ABSORPTION_STATE LIQUIDATION_FLOW PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL TAPE_FADE","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"E04","short_liquidation_cascade","E","UP","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","LIQUIDATION_FLOW","ABSORPTION_STATE LIQUIDATION_FLOW PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL TAPE_FADE","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"E05","liquidation_no_price_response","E","BOTH","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","ABSORPTION_STATE LIQUIDATION_FLOW PRICE_STALL","ABSORPTION_STATE LIQUIDATION_FLOW PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL TAPE_FADE","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"E06","liquidation_exhaustion","E","BOTH","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","LIQUIDATION_FLOW PRICE_REVERSAL TAPE_FADE","ABSORPTION_STATE LIQUIDATION_FLOW PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL TAPE_FADE","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"F01","oi_up_price_up","F","UP","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","OPEN_INTEREST_CHANGE PRICE_PROGRESS","OPEN_INTEREST_CHANGE PRICE_PROGRESS","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"F02","oi_up_price_down","F","DOWN","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","OPEN_INTEREST_CHANGE PRICE_PROGRESS","OPEN_INTEREST_CHANGE PRICE_PROGRESS","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"F03","oi_down_price_up","F","UP","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","OPEN_INTEREST_CHANGE PRICE_PROGRESS","OPEN_INTEREST_CHANGE PRICE_PROGRESS","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"F04","oi_down_price_down","F","DOWN","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","OPEN_INTEREST_CHANGE PRICE_PROGRESS","OPEN_INTEREST_CHANGE PRICE_PROGRESS","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"F05","oi_shock","F","BOTH","IMPLEMENTED_UNCALIBRATED","CONTEXT_REFRESH","OPEN_INTEREST_CHANGE","OPEN_INTEREST_CHANGE PRICE_PROGRESS","","CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"G01","recent_high_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","LOCATION_CONTEXT RETEST_SEQUENCE","LOCATION_CONTEXT RETEST_SEQUENCE","ROLLING_5M_EXTREME","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"G02","recent_low_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","LOCATION_CONTEXT RETEST_SEQUENCE","LOCATION_CONTEXT RETEST_SEQUENCE","ROLLING_5M_EXTREME","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"G03","high_break","G","UP","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BREAK_ATTEMPT","BREAK_ATTEMPT","ROLLING_5M_EXTREME","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"G04","low_break","G","DOWN","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BREAK_ATTEMPT","BREAK_ATTEMPT","ROLLING_5M_EXTREME","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"G05","failed_high_break","G","DOWN","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BREAKOUT_FAILURE RECLAIM_RETURN","BREAKOUT_FAILURE RECLAIM_RETURN","ROLLING_5M_EXTREME","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"G06","failed_low_break","G","UP","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","BREAKOUT_FAILURE RECLAIM_RETURN","BREAKOUT_FAILURE RECLAIM_RETURN","ROLLING_5M_EXTREME","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"G07","vwap_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","LOCATION_CONTEXT","LOCATION_CONTEXT","","DECISION_RELEVANT_WAKE","NO","NO","NO_DERIVED_VARIANT_LOCATION:VWAP","UNVALIDATED"
"G08","vwap_deviation_extreme","G","NONE","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","LOCATION_CONTEXT","LOCATION_CONTEXT","","DECISION_RELEVANT_WAKE","NO","NO","NO_DERIVED_VARIANT_LOCATION:VWAP","UNVALIDATED"
"G09","volume_node_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","LOCATION_CONTEXT","LOCATION_CONTEXT","PROFILE_HVN PROFILE_LVN","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"G10","round_number_touch","G","NONE","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","LOCATION_CONTEXT","LOCATION_CONTEXT","","BLOCKED_MISSING_CONDITION","NO","NO","MISSING_CONDITION:ROUND_NUMBER_REFERENCE","UNVALIDATED"
"G11","range_edge","G","BOTH","IMPLEMENTED_UNCALIBRATED","DECISION_RELEVANT_WAKE","LOCATION_CONTEXT","LOCATION_CONTEXT","","DECISION_RELEVANT_WAKE","NO","NO","NO_DERIVED_VARIANT_LOCATION:ACTIVE_RANGE_EDGE","UNVALIDATED"
"G12","higher_timeframe_direction","G","BOTH","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","TREND_CONTEXT","TREND_CONTEXT","","DECISION_RELEVANT_WAKE","NO","NO","","UNVALIDATED"
"H01","session_context","H","NONE","REGISTERED_UNIMPLEMENTED","CONTEXT_REFRESH","GLOBAL_CONTEXT_ONLY","GLOBAL_CONTEXT_ONLY","","GLOBAL_CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"H02","high_volatility_context","H","NONE","REGISTERED_UNIMPLEMENTED","CONTEXT_REFRESH","GLOBAL_CONTEXT_ONLY","GLOBAL_CONTEXT_ONLY","","GLOBAL_CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"H03","low_liquidity_context","H","NONE","REGISTERED_UNIMPLEMENTED","CONTEXT_REFRESH","GLOBAL_CONTEXT_ONLY","GLOBAL_CONTEXT_ONLY","","GLOBAL_CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
"H04","hfm_spread_normal","H","NONE","REGISTERED_UNIMPLEMENTED","CONTEXT_REFRESH","BOOK_IMBALANCE GLOBAL_CONTEXT_ONLY","BOOK_IMBALANCE GLOBAL_CONTEXT_ONLY","","GLOBAL_CONTEXT_REFRESH","NO","NO","","UNVALIDATED"
