"strategy_id","variant","phase","role","gate","condition_id","condition_key","independence_lineage","rationale"
"ABSORPTION_FAILURE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-022","drawdown_limit_clear","EXECUTION_RISK:drawdown_limit_clear","HFM自動発注前のhard gate"
"ABSORPTION_FAILURE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-023","cooldown_elapsed","EXECUTION_RISK:cooldown_elapsed","HFM自動発注前のhard gate"
"ABSORPTION_FAILURE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-024","max_order_rate_clear","EXECUTION_RISK:max_order_rate_clear","HFM自動発注前のhard gate"
"ABSORPTION_FAILURE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-025","recent_reject_rate_acceptable","EXECUTION_RISK:recent_reject_rate_acceptable","HFM自動発注前のhard gate"
"ABSORPTION_FAILURE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-026","recent_fill_rate_acceptable","EXECUTION_RISK:recent_fill_rate_acceptable","HFM自動発注前のhard gate"
"ABSORPTION_FAILURE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-027","emergency_stop_clear","EXECUTION_RISK:emergency_stop_clear","HFM自動発注前のhard gate"
"ABSORPTION_FAILURE","BOTH","PRE_ORDER","EXECUTION","DERIVED_SUMMARY","CD-G14-028","all_execution_hard_gates_pass","EXECUTION_RISK:all_execution_hard_gates_pass","個別execution gateの集約結果であり独立票ではない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-011","distance_to_session_high","LOCATION:session_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-012","relation_to_session_high","LOCATION:session_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-015","distance_to_previous_day_high","LOCATION:previous_day_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-016","relation_to_previous_day_high","LOCATION:previous_day_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-025","distance_to_rolling_5m_high","LOCATION:rolling_5m_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-026","relation_to_rolling_5m_high","LOCATION:rolling_5m_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-029","distance_to_rolling_15m_high","LOCATION:rolling_15m_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-030","relation_to_rolling_15m_high","LOCATION:rolling_15m_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-033","distance_to_rolling_1h_high","LOCATION:rolling_1h_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-034","relation_to_rolling_1h_high","LOCATION:rolling_1h_high","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-043","distance_to_profile_vah","LOCATION:profile_vah","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-044","relation_to_profile_vah","LOCATION:profile_vah","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","LONG","ENTRY","DECISION","REQUIRED","CD-G16-017","acceptance_above_reference","COMPOSITE:ACCEPTANCE:ABOVE","防衛level上のacceptanceを必須化"
"ABSORPTION_FAILURE","LONG","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-021","upside_breakout_follow_through","COMPOSITE:BREAKOUT:UP:FOLLOW_THROUGH","level消費後の攻撃側progress"
"ABSORPTION_FAILURE","LONG","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-031","buy_momentum_accelerating","COMPOSITE:MOMENTUM:BUY","level消費後の攻撃側progress"
"ABSORPTION_FAILURE","LONG","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-042","upward_sweep_active","COMPOSITE:SWEEP:UP","level消費後の攻撃側progress"
"ABSORPTION_FAILURE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G06-013","queue_imbalance_top5","BOOK_SHAPE:QUEUE_IMBALANCE","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G08-002","buy_market_volume_1s","TAPE:buy:market_volume","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G08-017","buy_trade_rate_1s","TAPE:buy:trade_rate","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G09-002","upward_progress_ticks_1s","PRICE_RESPONSE:upward_progress_ticks","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G09-003","upward_progress_ticks_5s","PRICE_RESPONSE:upward_progress_ticks","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G10-002","trade_delta_5s","DELTA_FOOTPRINT:trade_delta","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G10-022","positive_imbalance_count_5s","DELTA_FOOTPRINT:positive_imbalance_count","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","LONG","POSITION","INVALIDATION","INVALIDATE_ANY","CD-G16-018","acceptance_below_reference","COMPOSITE:ACCEPTANCE:BELOW","defended sideへ再acceptance"
"ABSORPTION_FAILURE","LONG","POSITION","INVALIDATION","INVALIDATE_ANY","CD-G16-023","upside_breakout_failure","COMPOSITE:BREAKOUT:UP:FAILURE","defended sideへ再acceptance"
"ABSORPTION_FAILURE","LONG","POSITION","INVALIDATION","INVALIDATE_ANY","CD-G16-026","reclaim_below_reference","COMPOSITE:RECLAIM:BELOW","defended sideへ再acceptance"
"ABSORPTION_FAILURE","LONG","POSITION","POSITION","MANAGE","CD-G15-012","breakout_acceptance_holds","POSITION:breakout_acceptance_holds","break後acceptanceを保有中監視"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-004","ask_absorption_strengthening","COMPOSITE:ABSORPTION:ASK","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-011","trapped_buyers_like","COMPOSITE:TRAPPED_LIKE:BUYER","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-015","high_rejection_active","COMPOSITE:REJECTION:HIGH","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-026","reclaim_below_reference","COMPOSITE:RECLAIM:BELOW","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-036","ask_passive_defense_holding","COMPOSITE:PASSIVE_DEFENSE:ASK","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G07-029","ask_cancel_volume_1s","BOOK_EVENT:ask:cancel_volume","補充力・保持力の低下"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G07-038","ask_pull_ratio_1s","BOOK_EVENT:ask:pull_ratio","補充力・保持力の低下"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G07-047","ask_depth_change_1s","BOOK_EVENT:ask:depth_change","補充力・保持力の低下"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G16-006","ask_absorption_weakening","COMPOSITE:ABSORPTION:ASK","補充力・保持力の低下"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G16-038","ask_passive_defense_failed","COMPOSITE:PASSIVE_DEFENSE:ASK","補充力・保持力の低下"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","HISTORY","AT_LEAST_ONE","CD-G16-002","ask_absorption_like_active","COMPOSITE:ABSORPTION:ASK","実際に観測されたask防衛episodeを前提化"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","HISTORY","AT_LEAST_ONE","CD-G16-013","repeated_high_test","COMPOSITE:TEST:HIGH","実際に観測されたask防衛episodeを前提化"
"ABSORPTION_FAILURE","LONG","PRE_ENTRY","HISTORY","AT_LEAST_ONE","CD-G16-036","ask_passive_defense_holding","COMPOSITE:PASSIVE_DEFENSE:ASK","実際に観測されたask防衛episodeを前提化"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-013","distance_to_session_low","LOCATION:session_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-014","relation_to_session_low","LOCATION:session_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-017","distance_to_previous_day_low","LOCATION:previous_day_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-018","relation_to_previous_day_low","LOCATION:previous_day_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-027","distance_to_rolling_5m_low","LOCATION:rolling_5m_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-028","relation_to_rolling_5m_low","LOCATION:rolling_5m_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-031","distance_to_rolling_15m_low","LOCATION:rolling_15m_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-032","relation_to_rolling_15m_low","LOCATION:rolling_15m_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-035","distance_to_rolling_1h_low","LOCATION:rolling_1h_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-036","relation_to_rolling_1h_low","LOCATION:rolling_1h_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-045","distance_to_profile_val","LOCATION:profile_val","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-046","relation_to_profile_val","LOCATION:profile_val","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_FAILURE","SHORT","ENTRY","DECISION","REQUIRED","CD-G16-018","acceptance_below_reference","COMPOSITE:ACCEPTANCE:BELOW","防衛level下のacceptanceを必須化"
"ABSORPTION_FAILURE","SHORT","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-022","downside_breakout_follow_through","COMPOSITE:BREAKOUT:DOWN:FOLLOW_THROUGH","level消費後の攻撃側progress"
"ABSORPTION_FAILURE","SHORT","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-032","sell_momentum_accelerating","COMPOSITE:MOMENTUM:SELL","level消費後の攻撃側progress"
"ABSORPTION_FAILURE","SHORT","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-043","downward_sweep_active","COMPOSITE:SWEEP:DOWN","level消費後の攻撃側progress"
"ABSORPTION_FAILURE","SHORT","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G06-013","queue_imbalance_top5","BOOK_SHAPE:QUEUE_IMBALANCE","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","SHORT","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G08-026","sell_market_volume_1s","TAPE:sell:market_volume","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","SHORT","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G08-041","sell_trade_rate_1s","TAPE:sell:trade_rate","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","SHORT","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G09-006","downward_progress_ticks_1s","PRICE_RESPONSE:downward_progress_ticks","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","SHORT","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G09-007","downward_progress_ticks_5s","PRICE_RESPONSE:downward_progress_ticks","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","SHORT","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G10-002","trade_delta_5s","DELTA_FOOTPRINT:trade_delta","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","SHORT","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G10-026","negative_imbalance_count_5s","DELTA_FOOTPRINT:negative_imbalance_count","through-tradeとinitiativeの追加確認"
"ABSORPTION_FAILURE","SHORT","POSITION","INVALIDATION","INVALIDATE_ANY","CD-G16-017","acceptance_above_reference","COMPOSITE:ACCEPTANCE:ABOVE","defended sideへ再acceptance"
"ABSORPTION_FAILURE","SHORT","POSITION","INVALIDATION","INVALIDATE_ANY","CD-G16-024","downside_breakout_failure","COMPOSITE:BREAKOUT:DOWN:FAILURE","defended sideへ再acceptance"
"ABSORPTION_FAILURE","SHORT","POSITION","INVALIDATION","INVALIDATE_ANY","CD-G16-025","reclaim_above_reference","COMPOSITE:RECLAIM:ABOVE","defended sideへ再acceptance"
"ABSORPTION_FAILURE","SHORT","POSITION","POSITION","MANAGE","CD-G15-012","breakout_acceptance_holds","POSITION:breakout_acceptance_holds","break後acceptanceを保有中監視"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-003","bid_absorption_strengthening","COMPOSITE:ABSORPTION:BID","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-012","trapped_sellers_like","COMPOSITE:TRAPPED_LIKE:SELLER","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-016","low_rejection_active","COMPOSITE:REJECTION:LOW","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-025","reclaim_above_reference","COMPOSITE:RECLAIM:ABOVE","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-035","bid_passive_defense_holding","COMPOSITE:PASSIVE_DEFENSE:BID","防衛復活またはbreak失敗"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G07-005","bid_cancel_volume_1s","BOOK_EVENT:bid:cancel_volume","補充力・保持力の低下"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G07-014","bid_pull_ratio_1s","BOOK_EVENT:bid:pull_ratio","補充力・保持力の低下"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G07-023","bid_depth_change_1s","BOOK_EVENT:bid:depth_change","補充力・保持力の低下"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G16-005","bid_absorption_weakening","COMPOSITE:ABSORPTION:BID","補充力・保持力の低下"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","DETERIORATION","AT_LEAST_ONE","CD-G16-037","bid_passive_defense_failed","COMPOSITE:PASSIVE_DEFENSE:BID","補充力・保持力の低下"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","HISTORY","AT_LEAST_ONE","CD-G16-001","bid_absorption_like_active","COMPOSITE:ABSORPTION:BID","実際に観測されたbid防衛episodeを前提化"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","HISTORY","AT_LEAST_ONE","CD-G16-014","repeated_low_test","COMPOSITE:TEST:LOW","実際に観測されたbid防衛episodeを前提化"
"ABSORPTION_FAILURE","SHORT","PRE_ENTRY","HISTORY","AT_LEAST_ONE","CD-G16-035","bid_passive_defense_holding","COMPOSITE:PASSIVE_DEFENSE:BID","実際に観測されたbid防衛episodeを前提化"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-001","session_id","REGIME:session_id","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-002","session_phase","REGIME:session_phase","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-012","funding_event_proximity","REGIME:funding_event_proximity","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-014","scheduled_macro_event_proximity","REGIME:scheduled_macro_event_proximity","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-015","post_news_cooldown_state","REGIME:post_news_cooldown_state","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-017","balance_regime","REGIME:balance_regime","Strategy固有のregime適格性とbaseline比較"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-018","compression_regime","REGIME:compression_regime","Strategy固有のregime適格性とbaseline比較"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-019","expansion_regime","REGIME:expansion_regime","Strategy固有のregime適格性とbaseline比較"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-020","participation_regime","REGIME:participation_regime","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-021","volatility_regime","REGIME:volatility_regime","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-022","liquidity_regime","REGIME:liquidity_regime","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-023","regime_age","REGIME:regime_age","Strategy固有のregime適格性とbaseline比較"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G02-024","regime_transition_flag","REGIME:regime_transition_flag","Strategy固有のregime適格性とbaseline比較"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G04-011","spread_ticks","LIQUIDITY:SPREAD","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G04-015","trade_rate_percentile_1m","LIQUIDITY:TRADE_RATE","Strategy固有のregime適格性とbaseline比較"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G04-016","trade_rate_percentile_5m","LIQUIDITY:TRADE_RATE","Strategy固有のregime適格性とbaseline比較"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G04-023","volatility_state","VOLATILITY:STATE","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","CONTEXT","ENVIRONMENT","CONTEXT_INPUT","CD-G04-024","tradeability_state","LIQUIDITY:STATE","市場環境を記録しvariant適用範囲を決める。calendar未接続値はUNKNOWNを許容"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-001","position_is_open","POSITION:position_is_open","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-002","side_matches_strategy","POSITION:side_matches_strategy","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-003","entry_fill_confirmed","POSITION:entry_fill_confirmed","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-004","holding_time_within_limit","POSITION:holding_time_within_limit","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-005","expected_reaction_deadline_clear","POSITION:expected_reaction_deadline_clear","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-006","unrealized_pnl_state","POSITION:unrealized_pnl_state","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-007","mae_within_limit","POSITION:mae_within_limit","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-008","mfe_state","POSITION:mfe_state","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-009","price_progress_supports_thesis","POSITION:price_progress_supports_thesis","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-010","order_flow_supports_thesis","POSITION:order_flow_supports_thesis","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-013","contradiction_below_limit","POSITION:contradiction_below_limit","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-014","invalidation_absent","POSITION:invalidation_absent","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-015","add_size_eligible","POSITION:add_size_eligible","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-016","reduce_size_required","POSITION:reduce_size_required","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-017","exit_required","POSITION:exit_required","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-018","reverse_candidate","POSITION:reverse_candidate","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-019","trailing_invalidation_updated","POSITION:trailing_invalidation_updated","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-020","remaining_risk_within_limit","POSITION:remaining_risk_within_limit","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-021","competing_strategy_dominant","POSITION:competing_strategy_dominant","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-022","satisfaction_tier_not_downgraded","POSITION:satisfaction_tier_not_downgraded","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-023","post_entry_data_fresh","POSITION:post_entry_data_fresh","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","POSITION","POSITION","MANAGE","CD-G15-024","flat_confirmation_received","POSITION:flat_confirmation_received","entry後Hookごとに追加・縮小・決済・反転を再判定"
"BREAKOUT_ACCEPTANCE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-001","depth_book_synced","QUALITY:depth_book_synced","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"BREAKOUT_ACCEPTANCE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-002","depth_sequence_contiguous","QUALITY:depth_sequence_contiguous","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"BREAKOUT_ACCEPTANCE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-003","depth_snapshot_applied","QUALITY:depth_snapshot_applied","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
